域,域,域,1,AAA,イキ,,,"range, region, limits, stage, level","地域 (ちいき): area, region<br>区域 (くいき): limits, boundary, domain, zone, sphere, territory<br>流域 (りゅういき): drainage basin, catchment basin, river basin, watershed, valley<br>領域 (りょういき): area, domain, territory, field, range, region, regime",6,396
執,執,执,2,AAB,"シツ, シュウ",と·る,し,"tenacious, take hold, grasp, take to heart","執筆 (しっぴつ): writing (e.g. as a profession)<br>執着 (しゅうちゃく): attachment, adhesion, tenacity, fixation, obsession",8,800
培,培,培,1,AAA,バイ,つちか·う,,"cultivate, foster",栽培 (さいばい): cultivation,8,1431
基,基,基,1,AAA,キ,"もと, もとい","きい, とも","fundamentals, radical (chem), counter for machines, foundation","基本 (きほん): basics, fundamentals, basis, foundation<br>基づく (もとづく): to be grounded on, to be based on, to be due to, to originate from<br>基準 (きじゅん): standard, basis, criterion, norm, reference, datum<br>基礎 (きそ): foundation, basis<br>基地 (きち): base (military, expedition, etc.)",5,241
堀,堀,堀,1,AAA,クツ,ほり,ほっ,"ditch, moat, canal","堀 (ほり): moat, fosse",8,1285
堂,堂,堂,1,AAA,ドウ,,,"public chamber, hall","食堂 (しょくどう): dining room, dining hall, cafeteria, canteen, messroom<br>講堂 (こうどう): auditorium, lecture hall<br>堂々 (どうどう): magnificent, grand, impressive, dignified, majestic, imposing, stately<br>議事堂 (ぎじどう): assembly hall, parliament house, diet building, capitol, houses of parliament, congress hall",4,1010
堅,堅,坚,2,AAB,ケン,"かた·い, 〜がた·い",きん,"strict, hard, solid, tough, tight, reliable","硬い (かたい): hard, solid, tough",8,1049
堕,墮,堕,3,ABA,ダ,"お·ちる, くず·す, くず·れる",,"degenerate, descend to, lapse into",,8,2087
堤,堤,堤,1,AAA,テイ,つつみ,,"dike, bank, embankment","堤防 (ていぼう): bank, weir, embankment, levee",8,1658
堪,堪,堪,1,AAA,"カン, タン","た·える, たま·る, こら·える, こた·える",,"withstand, endure, support, resist",,8,1953
報,報,报,2,AAB,ホウ,むく·いる,,"report, news, reward, retribution","電報 (でんぽう): telegram<br>情報 (じょうほう): information, news, intelligence, advices<br>報告 (ほうこく): report, information<br>予報 (よほう): forecast, prediction<br>報道 (ほうどう): information, report, journalism, news",5,167
場,場,场,2,AAB,"ジョウ, チョウ",ば,,"location, place","場所 (ばしょ): place, location, spot, position<br>工場 (こうじょう): factory, plant, mill, workshop<br>会場 (かいじょう): assembly hall, meeting place, venue, grounds<br>駐車場 (ちゅうしゃじょう): parking lot, car park, carpark, parking garage<br>売り場 (うりば): selling area, counter, section, department, sales floor",2,52
塀,,,0,ANN,"ヘイ, ベイ",,,"fence, wall, (kokuji)",塀 (へい): wall,8,1991
塁,壘,垒,5,ABC,"ルイ, ライ, スイ",とりで,る,"bases, fort, rampart, walls, base(ball)",,8,651
塊,塊,块,2,AAB,"カイ, ケ","かたまり, つちくれ",,"clod, lump, chunk, clot, mass","塊 (かたまり): lump, mass, bundle, clump, clod, cluster",8,1800
塑,塑,塑,1,AAA,ソ,でく,,"model, molding",,8,
塔,塔,塔,1,AAA,トウ,,,"pagoda, tower, steeple","塔 (とう): tower, steeple, spire",8,1708
塗,塗,涂,2,AAB,ト,"ぬ·る, ぬ·り, まみ·れる",,"paint, plaster, daub, smear, coating","塗る (ぬる): to paint, to plaster, to lacquer, to varnish, to spread, to smear, to put up (wallpaper)",8,1414
塚,塚,冢,2,AAB,チョウ,"つか, 〜づか","ずか, つ","hillock, mound",,8,869
塩,鹽,盐,5,ABC,エン,しお,,salt,"塩 (しお): salt (i.e. sodium chloride), common salt, table salt<br>食塩 (しょくえん): table salt<br>塩辛い (しおからい): salty (taste), briny",4,1148
塾,塾,塾,1,AAA,ジュク,,,"cram school, private school","塾 (じゅく): cram school, private tutoring school, juku",8,1297
境,境,境,1,AAA,"キョウ, ケイ",さかい,"さか, じき","boundary, border, region","環境 (かんきょう): environment, circumstance<br>国境 (こっきょう): national border, provincial border<br>境 (さかい): border, boundary<br>境界 (きょうかい): boundary, border, limit, bounds, frontier<br>境遇 (きょうぐう): one's circumstances, environment, situation (in life)",5,346
墓,墓,墓,1,AAA,ボ,はか,,"grave, tomb","墓 (はか): gravesite, tomb<br>墓地 (ぼち): cemetery, graveyard",5,1337
増,增,增,4,ABB,ゾウ,"ま·す, ま·し, ふ·える, ふ·やす","まし, ます","increase, add, augment, gain, promote","増える (ふえる): to increase, to multiply<br>増加 (ぞうか): increase, rise, growth, addition, increment<br>増す (ます): to increase, to grow<br>増大 (ぞうだい): enlargement, increase<br>増減 (ぞうげん): increase and decrease, fluctuation",5,231
墜,墜,坠,2,AAB,ツイ,"お·ちる, お·つ",,"crash, fall (down)","墜落 (ついらく): fall, crash (e.g. aircraft)",8,1466
墨,墨,墨,1,AAA,ボク,すみ,すの,"black ink, India ink, ink stick, Mexico","墨 (すみ): sumi, India ink, Chinese ink, ink stick, ink-cake",8,1616
墳,墳,坟,2,AAB,フン,,,"tomb, mound",,8,1822
墾,墾,垦,2,AAB,コン,"は·る, ひら·く",,"ground-breaking, open up farmland",,8,
壁,壁,壁,1,AAA,ヘキ,かべ,,"wall, lining (stomach), fence","壁 (かべ): wall, partition",8,1037
壇,壇,坛,2,AAB,"ダン, タン",,,"podium, stage, rostrum, terrace","壇 (だん): platform, podium, rostrum, pulpit<br>花壇 (かだん): flower bed",8,1512
壊,壞,坏,5,ABC,"カイ, エ","こわ·す, こわ·れる, やぶ·る",,"demolition, break, destroy","壊す (こわす): to break, to destroy, to demolish<br>壊れる (こわれる): to be broken, to break<br>崩壊 (ほうかい): collapse, crumbling, breaking down, caving in<br>破壊 (はかい): destruction, disruption",8,727
壌,壤,壤,4,ABB,ジョウ,つち,,"lot, earth, soil",,8,1407
士,士,士,1,AAA,シ,さむらい,"お, ま","gentleman, scholar, samurai, samurai radical (no. 33)","博士 (はかせ): expert, learned person<br>武士 (ぶし): warrior, samurai<br>同士 (どうし): fellow, mutual, companion, comrade<br>兵士 (へいし): soldier<br>紳士 (しんし): gentleman",4,526
壮,壯,壮,3,ABA,ソウ,さかん,つよし,"robust, manhood, prosperity","壮大 (そうだい): magnificent, grand, majestic, splendid",8,1657
声,聲,声,3,ABA,"セイ, ショウ","こえ, こわ〜",,voice,"声 (こえ): voice<br>声明 (せいめい): declaration, statement, proclamation<br>歓声 (かんせい): cheer, shout of joy",2,388
壱,壹,壹,4,ABB,"イチ, イツ",ひとつ,"い, かず",one (in documents),,8,2351
売,賣,卖,5,ABC,バイ,"う·る, う·れる","うり, うる, め",sell,"売る (うる): to sell<br>売り場 (うりば): selling area, counter, section, department, sales floor<br>販売 (はんばい): sales, selling, marketing<br>商売 (しょうばい): trade, business, commerce, transaction, occupation<br>売買 (ばいばい): trade, buying and selling, trafficking (e.g. of humans, arms, drugs), dealing",2,202
変,變,变,5,ABC,ヘン,"か·わる, か·わり, か·える",,"unusual, change, strange","大変 (たいへん): very, greatly, terribly, awfully<br>変わる (かわる): to change, to be transformed, to be altered, to vary<br>変 (へん): strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy<br>変える (かえる): to change, to alter, to transform, to convert, to turn, to vary<br>変化 (へんか): change, variation, alteration, mutation, transition, transformation, transfiguration, metamorphosis",4,238
夏,夏,夏,1,AAA,"カ, ガ, ゲ",なつ,,summer,"夏 (なつ): summer<br>夏休み (なつやすみ): summer vacation, summer holiday",2,659
夕,夕,夕,1,AAA,セキ,ゆう,ゆ,evening,"夕方 (ゆうがた): evening, dusk<br>夕べ (ゆうべ): evening<br>夕飯 (ゆうはん): evening meal<br>夕刊 (ゆうかん): evening paper<br>夕日 (ゆうひ): evening sun, setting sun",1,924
外,外,外,1,AAA,"ガイ, ゲ","そと, ほか, はず·す, はず·れる, と〜","うい, け, ふか",outside,"外国 (がいこく): foreign country<br>外国人 (がいこくじん): foreigner, foreign citizen, foreign national, alien, non-Japanese<br>外 (そと): outside, exterior<br>郊外 (こうがい): suburb, residential area on the outskirt of a city, commuter belt<br>以外 (いがい): with the exception of, excepting",2,81
多,多,多,1,AAA,タ,"おお·い, まさ·に, まさ·る",,"many, frequent, much","多分 (たぶん): perhaps, probably<br>多い (おおい): many, numerous, a lot<br>多少 (たしょう): more or less, somewhat, a little, a few, some<br>多様 (たよう): diverse, varied<br>多数決 (たすうけつ): majority decision, majority vote, majority rule",2,139
夜,夜,夜,1,AAA,ヤ,"よ, よる",,"night, evening","夜 (よる): evening, night<br>夕べ (ゆうべ): evening<br>今夜 (こんや): this evening, tonight<br>徹夜 (てつや): staying up all night<br>夜中 (よなか): middle of the night, dead of night",2,487
夢,夢,梦,2,AAB,"ム, ボウ","ゆめ, ゆめ·みる, くら·い",,"dream, vision, illusion","夢 (ゆめ): dream<br>夢中 (むちゅう): absorbed in, immersed in, crazy about, obsessed with, devoted to",5,943
大,大,大,1,AAA,"ダイ, タイ","おお〜, おお·きい, 〜おお·いに","うふ, お, おう, た, たかし, とも, はじめ, ひろ, ひろし, まさ, まさる, もと, わ","large, big","大学 (だいがく): university, college<br>大切 (たいせつ): important, necessary, indispensable<br>大変 (たいへん): very, greatly, terribly, awfully<br>大人 (おとな): adult, grown-up<br>大使館 (たいしかん): embassy",1,7
天,天,天,1,AAA,テン,"あまつ, あめ, あま〜","あき, あも, た, たかし, て, なま","heavens, sky, imperial","天気 (てんき): weather, the elements<br>天然 (てんねん): nature, spontaneity<br>天候 (てんこう): weather<br>天皇 (てんのう): Emperor of Japan<br>天 (てん): sky",1,512
太,太,太,1,AAA,"タイ, タ","ふと·い, ふと·る","おお, たか, ひろ","plump, thick, big around","太い (ふとい): fat, thick<br>太る (ふとる): to put on weight, to gain weight, to grow fat, to get stout<br>太陽 (たいよう): sun<br>太鼓 (たいこ): drum",2,552
夫,夫,夫,1,AAA,"フ, フウ, ブ","おっと, それ","お, と, ゆう, よ","husband, man","大丈夫 (だいじょうぶ): safe, secure, sound, problem-free, without fear, all right, alright, OK, okay<br>丈夫 (じょうぶ): healthy, robust, strong, solid, durable<br>夫 (おっと): husband<br>夫人 (ふじん): wife, Mrs, madam<br>夫婦 (ふうふ): married couple, husband and wife, man and wife",4,335
央,央,央,1,AAA,オウ,,"あきら, え, お, さと, ちか, てる, なか, ひさ, ひろ, や","center, middle","中央 (ちゅうおう): centre, center, middle, heart",3,582
失,失,失,1,AAA,シツ,"うしな·う, う·せる",,"lose, error, fault, disadvantage, loss","失敗 (しっぱい): failure, mistake, blunder<br>失礼 (しつれい): discourtesy, impoliteness<br>失業 (しつぎょう): unemployment<br>失う (うしなう): to lose<br>失望 (しつぼう): disappointment, despair",4,447
奇,奇,奇,1,AAA,キ,"く·しき, あや·しい, くし, めずら·しい",,"strange, strangeness, curiosity","奇妙 (きみょう): strange, odd, peculiar, queer, curious<br>奇数 (きすう): odd number",8,1367
奉,奉,奉,1,AAA,"ホウ, ブ","たてまつ·る, まつ·る, ほう·ずる","とも, やす","observance, offer, present, dedicate","奉仕 (ほうし): service, ministry, attendance, church work",8,1624
奏,奏,奏,1,AAA,ソウ,かな·でる,すすむ,"play music, speak to a ruler, complete",演奏 (えんそう): musical performance,6,1067
契,契,契,1,AAA,ケイ,ちぎ·る,,"pledge, promise, vow","契約 (けいやく): contract, compact, agreement<br>契機 (けいき): opportunity, chance",8,898
奔,奔,奔,1,AAA,ホン,はし·る,,"run, bustle",,8,1884
奥,奧,奥,3,ABA,オウ,"おく, おく·まる, くま","お, おお, おん, つ, のく","heart, interior","奥 (おく): inner part, inside, interior, depths (e.g. of a forest), back (of a house, drawer, etc.), bottom (e.g. of one's heart), recesses, heart",8,1018
奨,奬,奬,4,ABB,"ショウ, ソウ",すす·める,まさし,"exhort, urge, encourage","奨学金 (しょうがくきん): scholarship, stipend, bursary<br>奨励 (しょうれい): encouragement, promotion, inducement, incitement, stimulation",8,1445
奪,奪,夺,2,AAB,ダツ,うば·う,,"rob, take by force, snatch away, dispossess, plunder, usurp","奪う (うばう): to snatch away, to dispossess, to steal<br>略奪 (りゃくだつ): pillage, plunder, looting, robbery",8,974
奮,奮,奋,2,AAB,フン,ふる·う,,"stirred up, be invigorated, flourish","興奮 (こうふん): excitement, stimulation, agitation, arousal<br>奮闘 (ふんとう): hard struggle, strenuous effort",6,1521
女,女,女,1,AAA,"ジョ, ニョ, ニョウ","おんな, め","おな, た, つき, な","woman, female","女 (おんな): female, woman, female sex<br>女の子 (おんなのこ): girl, daughter, baby girl<br>女性 (じょせい): woman, female<br>彼女 (かのじょ): she, her<br>女子 (じょし): woman, girl",1,151
奴,奴,奴,1,AAA,ド,"やつ, やっこ",ぬ,"guy, slave, manservant, fellow","奴 (やつ): fellow, guy, chap",8,1932
好,好,好,1,AAA,コウ,"この·む, す·く, よ·い, い·い","こ, たか, とし, よし","fond, pleasing, like something","大好き (だいすき): loveable, very likeable, like very much<br>格好 (かっこう): shape, form, figure, posture, pose<br>好み (このみ): liking, taste, choice<br>好む (このむ): to like, to prefer<br>友好 (ゆうこう): friendship",4,423
如,如,如,1,AAA,"ジョ, ニョ",ごと·し,"き, ね, ゆき, よし","likeness, like, such as, as if, better, best, equal","突如 (とつじょ): suddenly, all of a sudden",8,1704
妃,妃,妃,1,AAA,ヒ,きさき,"き, ぴ, み","queen, princess",,8,1752
妄,妄,妄,1,AAA,"モウ, ボウ",みだ·りに,,"delusion, unnecessarily, without authority, reckless",,8,2264
妊,妊,妊,1,AAA,"ニン, ジン","はら·む, みごも·る",,pregnancy,"妊娠 (にんしん): conception, pregnancy",8,1413
妙,妙,妙,1,AAA,"ミョウ, ビョウ",たえ,,"exquisite, strange, queer, mystery, miracle, excellent, delicate, charming","微妙 (びみょう): subtle, delicate, fine<br>妙 (みょう): strange, weird, odd, curious<br>奇妙 (きみょう): strange, odd, peculiar, queer, curious<br>巧妙 (こうみょう): ingenious, skillful, clever, deft",8,1122
妥,妥,妥,1,AAA,ダ,,やす,"gentle, peace, depravity","妥当 (だとう): valid, proper, right, appropriate, reasonable<br>妥協 (だきょう): compromise, giving in<br>妥結 (だけつ): settlement, an agreement",8,1102
妨,妨,妨,1,AAA,ボウ,さまた·げる,,"disturb, prevent, hamper, obstruct","妨げる (さまたげる): to disturb, to prevent, to obstruct, to hinder<br>妨害 (ぼうがい): disturbance, obstruction, hindrance, jamming, interference",8,1482
妹,妹,妹,1,AAA,マイ,いもうと,"す, せ, も",younger sister,妹 (いもうと): younger sister<br>姉妹 (しまい): sisters,2,1446
妻,妻,妻,1,AAA,サイ,つま,"ずま, め","wife, spouse","妻 (つま): wife<br>夫妻 (ふさい): husband and wife, married couple",5,691
姉,姉,姉,1,AAA,シ,"あね, はは",,elder sister,"姉 (あね): older sister, elder sister<br>姉妹 (しまい): sisters",2,1473
始,始,始,1,AAA,シ,"はじ·める, 〜はじ·める, はじ·まる",もと,"commence, begin","始め (はじめ): beginning, start, outset, opening<br>始まる (はじまる): to begin, to start, to commence<br>始める (はじめる): to start, to begin, to commence, to initiate, to originate<br>開始 (かいし): start, commencement, beginning, initiation<br>始まり (はじまり): origin, beginning",3,244
姓,姓,姓,1,AAA,"セイ, ショウ",,,surname,"姓 (せい): surname, family name<br>姓 (せい): surname, family name<br>姓名 (せいめい): (full) name, family name and given name",8,1628
委,委,委,1,AAA,イ,ゆだ·ねる,まかせ,"committee, entrust to, leave to, devote, discard","委員 (いいん): committee member<br>委託 (いたく): entrusting (something to a person), consignment (of goods), putting in someone's charge, trust, commission",3,187
姫,姬,姬,4,ABB,キ,"ひめ, ひめ〜",,princess,,8,1566
姻,姻,姻,1,AAA,イン,,,"matrimony, marry",,8,1985
姿,姿,姿,1,AAA,シ,すがた,しな,"figure, form, shape","姿 (すがた): figure, form, shape<br>姿勢 (しせい): posture, pose, position, stance, carriage (of the body)",6,441
威,威,威,1,AAA,イ,"おど·す, おど·し, おど·かす","いさ, たけ, たけし","intimidate, dignity, majesty, menace, threaten","威張る (いばる): to put on airs, to act big, to throw one's weight about, to be overbearing, to be domineering, to be bossy, to be pushy, to be proud, to be haughty, to be arrogant, to swagger, to boast, to brag<br>権威 (けんい): authority, power, influence<br>威力 (いりょく): power, might, authority, influence",8,1103
娘,娘,娘,1,AAA,ジョウ,"むすめ, こ",,"daughter, girl",娘 (むすめ): daughter,8,1145
娠,娠,娠,1,AAA,シン,,,"with child, pregnancy","妊娠 (にんしん): conception, pregnancy",8,1623
娯,娯,娯,1,AAA,ゴ,,,"recreation, pleasure","娯楽 (ごらく): pleasure, amusement",8,1827
婆,婆,婆,1,AAA,バ,"ばば, ばあ",,"old woman, grandma, wet nurse",,8,2435
婚,婚,婚,1,AAA,コン,,,marriage,"結婚 (けっこん): marriage<br>離婚 (りこん): divorce<br>婚約 (こんやく): engagement, betrothal<br>未婚 (みこん): unmarried, not yet married<br>新婚 (しんこん): newly-wed, newly married",8,767
婦,婦,妇,2,AAB,フ,よめ,ね,"lady, woman, wife, bride","看護婦 (かんごふ): (female) nurse<br>主婦 (しゅふ): housewife, mistress (of the house), homemaker<br>夫婦 (ふうふ): married couple, husband and wife, man and wife<br>婦人 (ふじん): woman, lady, adult female<br>産婦人科 (さんふじんか): maternity and gynaecology department (gynecology), department of obstetrics and gynaecology (gynecology)",5,671
婿,婿,婿,1,AAA,セイ,むこ,,"bridegroom, son-in-law","婿 (むこ): husband, groom",8,2099
媒,媒,媒,1,AAA,バイ,なこうど,,"mediator, go-between",,8,1900
嫁,嫁,嫁,1,AAA,カ,"よめ, とつ·ぐ, い·く, ゆ·く",,"marry into, bride","嫁 (よめ): wife, bride<br>花嫁 (はなよめ): bride",8,1581
嫌,嫌,嫌,1,AAA,"ケン, ゲン","きら·う, きら·い, いや",,"dislike, detest, hate","嫌 (いや): disagreeable, detestable, unpleasant, reluctant<br>嫌い (きらい): disliked, hated, disagreeable<br>機嫌 (きげん): humour, humor, temper, mood, spirits<br>嫌う (きらう): to hate, to dislike, to loathe<br>好き嫌い (すききらい): likes and dislikes, pickiness (about food), choosiness, fussiness, tastes, preferences",8,1207
嫡,嫡,嫡,1,AAA,"チャク, テキ",,,"legitimate wife, direct descent (non-bastard)",,8,2130
嬢,孃,娘,5,ABC,ジョウ,むすめ,,"lass, girl, Miss, daughter",お嬢さん (おじょうさん): (another's) daughter<br>嬢 (じょう): unmarried woman,8,2059
子,子,子,1,AAA,"シ, ス, ツ","こ, 〜こ, ね","い, き, ぎ, く, け, ねっ","child, sign of the rat, 11PM-1AM, first sign of Chinese zodiac","子供 (こども): child<br>女の子 (おんなのこ): girl, daughter, baby girl<br>男の子 (おとこのこ): boy, son, baby boy<br>帽子 (ぼうし): hat, cap<br>椅子 (いす): chair, stool",1,72
孔,孔,孔,1,AAA,"コウ, ク",あな,のり,"cavity, hole, slit, very, great, exceedingly",,8,2052
字,字,字,1,AAA,ジ,"あざ, あざな, 〜な",,"character, letter, word, section of village","漢字 (かんじ): kanji, Chinese characters<br>数字 (すうじ): numeral, figure, digit, numeric character<br>文字 (もじ): letter (of alphabet), character<br>活字 (かつじ): printing type, movable type<br>苗字 (みょうじ): surname, family name",1,485
存,存,存,1,AAA,"ソン, ゾン","ながら·える, あ·る, たも·つ, と·う","あり, まさ","exist, suppose, be aware of, believe, feel","ご存じ (ごぞんじ): knowing<br>存在 (そんざい): existence, being<br>保存 (ほぞん): preservation, conservation, storage, maintenance<br>生存 (せいぞん): existence, being, survival<br>存じる (ぞんじる): to think, feel, consider, know, etc.",6,577
孝,孝,孝,1,AAA,"コウ, キョウ",,"たか, たかし, のり, よし","filial piety, child's respect",孝行 (こうこう): filial piety,6,1030
季,季,季,1,AAA,キ,,"すえ, とし",seasons,"季節 (きせつ): season, time of year<br>四季 (しき): the four seasons<br>季刊 (きかん): quarterly (publication)",4,842
孤,孤,孤,1,AAA,コ,,,"orphan, alone","孤児 (こじ): orphan<br>孤立 (こりつ): isolation, being alone, being friendless<br>孤独 (こどく): solitude, loneliness, isolation",8,1239
学,學,学,3,ABA,ガク,まな·ぶ,"たか, のり","study, learning, science","学校 (がっこう): school<br>学生 (がくせい): student (esp. a university student)<br>大学 (だいがく): university, college<br>留学生 (りゅうがくせい): overseas student, exchange student<br>文学 (ぶんがく): literature",1,63
孫,孫,孙,2,AAB,ソン,まご,ひ,"grandchild, descendants","孫 (まご): grandchild<br>子孫 (しそん): descendant, posterity, offspring",4,1388
宅,宅,宅,1,AAA,タク,,"け, たか, たけ, や, やけ","home, house, residence, our house, my husband","住宅 (じゅうたく): residence, housing, residential building<br>宅 (たく): house, home<br>帰宅 (きたく): returning home<br>自宅 (じたく): one's home, one's house<br>社宅 (しゃたく): company housing, housing provided by one's company",6,357
宇,宇,宇,1,AAA,ウ,,"いえ, たか, ひろ, ひろし","eaves, roof, house, heaven","宇宙 (うちゅう): universe, cosmos, space",6,883
守,守,守,1,AAA,"シュ, ス","まも·る, まも·り, もり, 〜もり, かみ","う, し, も, て","guard, protect, defend, obey","留守 (るす): absence, being away from home<br>守る (まもる): to protect, to guard, to defend<br>留守番 (るすばん): care-taking, house-sitting, house-watching, staying at home<br>保守 (ほしゅ): maintenance<br>守備 (しゅび): defense, defence",3,457
安,安,安,1,AAA,アン,"やす·い, やす·まる, やす, やす·らか","あ, あす, あず, あっ, や","relax, cheap, low, quiet, rested, contented, peaceful","安い (やすい): cheap, inexpensive<br>安全 (あんぜん): safety, security<br>安心 (あんしん): relief, peace of mind<br>安定 (あんてい): stability, steadiness, equilibrium<br>不安 (ふあん): anxiety, uneasiness, worry, apprehension, fear, insecurity, suspense",3,144
完,完,完,1,AAA,カン,,,"perfect, completion, end","完成 (かんせい): complete, completion<br>完全 (かんぜん): perfect, complete<br>完了 (かんりょう): completion, conclusion<br>完璧 (かんぺき): perfect, complete, flawless",4,595
宗,宗,宗,1,AAA,"シュウ, ソウ",むね,"かず, し, そ, そお, たか, とし, のり, ひろ, むな, もと, よし","religion, sect, denomination, main point, origin, essence","宗教 (しゅうきょう): religion, religious affiliation, belief, faith, creed<br>宗 (しゅう): sect, denomination",6,997
官,官,官,1,AAA,カン,,,"bureaucrat, the government, organ","警官 (けいかん): police officer, policeman, constable<br>官庁 (かんちょう): government office, government agency, authorities<br>長官 (ちょうかん): secretary (government), director, chief<br>官僚 (かんりょう): bureaucrat, government official, bureaucracy<br>器官 (きかん): organ (of body, plant, etc.)",4,230
宙,宙,宙,1,AAA,チュウ,,"ひろ, ゆ","mid-air, air, space, sky, memorization, interval of time","宇宙 (うちゅう): universe, cosmos, space<br>宙返り (ちゅうがえり): somersault, looping-the-loop",6,1005
定,定,定,1,AAA,"テイ, ジョウ","さだ·める, さだ·まる, さだ·か",さた,"determine, fix, establish, decide","予定 (よてい): plans, arrangement, schedule, program, programme, expectation, estimate<br>決定 (けってい): decision, determination<br>安定 (あんてい): stability, steadiness, equilibrium<br>定期 (ていき): fixed period, fixed term<br>否定 (ひてい): denial, negation, repudiation, disavowal",3,48
宜,宜,宜,1,AAA,ギ,"よろ·しい, よろ·しく","き, たか, のぶ, のり, よし","best regards, good","便宜 (べんぎ): convenience, accommodation, advantage, benefit, expediency<br>適宜 (てきぎ): suitable, appropriate, fitting, proper",8,1766
宝,寶,宝,3,ABA,ホウ,たから,ほ,"treasure, wealth, valuables","宝 (たから): treasure<br>宝石 (ほうせき): gem, jewel, precious stone<br>重宝 (ちょうほう): convenient, useful, handy, helpful",6,1139
実,實,实,5,ABC,"ジツ, シツ","み, みの·る, まこと, みの, みち·る","ぐみ, さね","reality, truth, seed, fruit, nut","現実 (げんじつ): reality, actuality, hard fact<br>事実 (じじつ): fact, truth, reality<br>実施 (じっし): enforcement, implementation, putting into practice, carrying out, operation, working (e.g. working parameters), enactment<br>確実 (かくじつ): certain, sure, definite, reliable, sound, solid, safe, secure<br>実験 (じっけん): experiment",3,68
客,客,客,1,AAA,"キャク, カク",,,"guest, visitor, customer, client","客 (きゃく): guest, visitor<br>観客 (かんきゃく): audience, spectator, spectators<br>乗客 (じょうきゃく): passenger<br>客席 (きゃくせき): guest seating (e.g. theater, stadium), passenger seat (e.g. taxi)<br>旅客 (りょかく): passenger",3,557
宣,宣,宣,1,AAA,セン,のたま·う,"とおる, のぶ, のぼる, のり, ひさ, よし","proclaim, say, announce","宣伝 (せんでん): publicity, advertisement, advertising, propaganda<br>宣言 (せんげん): declaration, proclamation, announcement<br>宣教 (せんきょう): religious mission, religious proclamation",6,695
室,室,室,1,AAA,シツ,むろ,,"room, apartment, chamber, greenhouse, cellar","教室 (きょうしつ): classroom<br>会議室 (かいぎしつ): conference room, council room<br>研究室 (けんきゅうしつ): laboratory<br>温室 (おんしつ): greenhouse, hothouse, conservatory, glasshouse<br>控え室 (ひかえしつ): waiting room, anteroom, antechamber, green room",2,550
宮,宮,宮,1,AAA,"キュウ, グウ, ク, クウ",みや,"ぐ, み","Shinto shrine, constellations, palace, princess",宮殿 (きゅうでん): palace,3,367
宰,宰,宰,1,AAA,サイ,,ただ,"superintend, manager, rule",,8,1597
害,害,害,1,AAA,ガイ,,,"harm, injury","障害 (しょうがい): obstacle, impediment, hindrance, difficulty, barrier<br>被害 (ひがい): (suffering) damage, injury, harm<br>損害 (そんがい): damage, injury, loss<br>害 (がい): injury, harm, evil influence, damage<br>公害 (こうがい): pollution, public nuisance, contamination",4,358
宴,宴,宴,1,AAA,エン,うたげ,"うた, やす","banquet, feast, party","宴会 (えんかい): party, banquet, reception, feast, dinner",8,1675
宵,宵,宵,1,AAA,ショウ,よい,,"wee hours, evening, early night",,8,2262
家,家,家,1,AAA,"カ, ケ","いえ, や, うち","あり, え, く, つか, べ","house, home, family, professional, expert, performer","家族 (かぞく): family, members of a family<br>家庭 (かてい): home, family, household<br>家内 (かない): (my) wife<br>国家 (こっか): state, country, nation<br>作家 (さっか): author, writer, novelist, artist",2,133
容,容,容,1,AAA,ヨウ,い·れる,"かた, ひろ, まさ","contain, form, looks","内容 (ないよう): contents, content, substance, matter, detail, import<br>容易 (ようい): easy, simple, plain<br>容器 (ようき): container, receptacle, vessel, packaging<br>美容 (びよう): beauty, good figure, (beautiful) appearance, (beautiful) features<br>容積 (ようせき): capacity, volume",5,264
宿,宿,宿,1,AAA,シュク,"やど, やど·る, やど·す","すく, ぶすき, やけ","inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling","宿題 (しゅくだい): homework, assignment<br>下宿 (げしゅく): boarding, lodging, board and lodging, room and board<br>宿泊 (しゅくはく): accommodation, lodging<br>宿 (やど): lodging, inn, hotel<br>宿命 (しゅくめい): fate, destiny, predestination",3,701
寂,寂,寂,1,AAA,"ジャク, セキ","さび, さび·しい, さび·れる, さみ·しい",,"loneliness, quietly, mellow, mature, death of a priest","寂しい (さびしい): lonely, lonesome, solitary, desolate",8,1599
寄,寄,寄,1,AAA,キ,"よ·る, 〜よ·り, よ·せる","よせ, より, よろ","draw near, stop in, bring near, gather, collect, send, forward","寄る (よる): to approach, to draw near, to come near, to be close to<br>寄付 (きふ): contribution, donation<br>年寄り (としより): old person, elderly person, senior citizen<br>寄せる (よせる): to come near, to let someone approach<br>近寄る (ちかよる): to approach, to draw near",5,673
密,密,密,1,AAA,ミツ,ひそ·か,,"secrecy, density (pop), minuteness, carefulness","秘密 (ひみつ): secret, secrecy, confidentiality, privacy<br>密接 (みっせつ): close (relationship, connection, etc.), intimate, near<br>精密 (せいみつ): precise, exact, detailed, accurate, minute, close<br>厳密 (げんみつ): strict, close, precise, scrupulous<br>密度 (みつど): density",6,815
富,富,富,1,AAA,"フ, フウ","と·む, とみ","と, とん, ふっ","wealth, enrich, abundant","豊富 (ほうふ): abundant, plentiful, rich, ample<br>富 (とみ): riches, wealth, fortune<br>富豪 (ふごう): wealthy person, millionaire<br>富む (とむ): to be rich in, to abound in, to be abundant in, to be full of",5,644
